term	reading	meaning	detail	example	exampleMeaning	partOfSpeech
損失調査	そんしつちょうさ	손실 조사	손실을 조사하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では損失調査の結果を共有した。	회의에서는 손실 조사 결과를 공유했다.	복합명사
損失軽減	そんしつけいげん	손실 경감	손실을 경감하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では損失軽減の結果を共有した。	회의에서는 손실 경감 결과를 공유했다.	복합명사
損失防止	そんしつぼうし	손실 방지	손실을 방지하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では損失防止の結果を共有した。	회의에서는 손실 방지 결과를 공유했다.	복합명사
改善対象	かいぜんたいしょう	개선 대상	개선 대상이 되는 항목을 가리키는 한자 복합 명사입니다.	改善対象を一覧にまとめた。	개선 대상을 목록으로 정리했다.	복합명사
改定対象	かいていたいしょう	개정 대상	개정 대상이 되는 항목을 가리키는 한자 복합 명사입니다.	改定対象を一覧にまとめた。	개정 대상을 목록으로 정리했다.	복합명사
政策を予測する	せいさくをよそくする	정책을 예측하다	정책을 예측한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を予測した。	담당자는 회의에서 정책을 예측했다.	동사구
政策を体系化する	せいさくをたいけいかする	정책을 체계화하다	정책을 체계화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を体系化した。	담당자는 회의에서 정책을 체계화했다.	동사구
政策を保護する	せいさくをほごする	정책을 보호하다	정책을 보호한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を保護した。	담당자는 회의에서 정책을 보호했다.	동사구
政策を共有する	せいさくをきょうゆうする	정책을 공유하다	정책을 공유한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を共有した。	담당자는 회의에서 정책을 공유했다.	동사구
政策を具体化する	せいさくをぐたいかする	정책을 구체화하다	정책을 구체화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を具体化した。	담당자는 회의에서 정책을 구체화했다.	동사구
政策を可視化する	せいさくをかしかする	정책을 시각화하다	정책을 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を可視化した。	담당자는 회의에서 정책을 시각화했다.	동사구
政策を強化する	せいさくをきょうかする	정책을 강화하다	정책을 강화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を強化した。	담당자는 회의에서 정책을 강화했다.	동사구
政策を把握する	せいさくをはあくする	정책을 파악하다	정책을 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を把握した。	담당자는 회의에서 정책을 파악했다.	동사구
政策を抑制する	せいさくをよくせいする	정책을 억제하다	정책을 억제한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を抑制した。	담당자는 회의에서 정책을 억제했다.	동사구
政策を拡大する	せいさくをかくだいする	정책을 확대하다	정책을 확대한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を拡大した。	담당자는 회의에서 정책을 확대했다.	동사구
政策を推進する	せいさくをすいしんする	정책을 추진하다	정책을 추진한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を推進した。	담당자는 회의에서 정책을 추진했다.	동사구
政策を改善する	せいさくをかいぜんする	정책을 개선하다	정책을 개선한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を改善した。	담당자는 회의에서 정책을 개선했다.	동사구
政策を改定する	せいさくをかいていする	정책을 개정하다	정책을 개정한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を改定した。	담당자는 회의에서 정책을 개정했다.	동사구
政策を数値化する	せいさくをすうちかする	정책을 수치화하다	정책을 수치화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を数値化した。	담당자는 회의에서 정책을 수치화했다.	동사구
政策を整理する	せいさくをせいりする	정책을 정리하다	정책을 정리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を整理した。	담당자는 회의에서 정책을 정리했다.	동사구
政策を明確化する	せいさくをめいかくかする	정책을 명확히 하다	정책을 명확히 한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を明確化した。	담당자는 회의에서 정책을 명확히 했다.	동사구
政策を最適化する	せいさくをさいてきかする	정책을 최적화하다	정책을 최적화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を最適化した。	담당자는 회의에서 정책을 최적화했다.	동사구
政策を検討する	せいさくをけんとうする	정책을 검토하다	정책을 검토한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を検討した。	담당자는 회의에서 정책을 검토했다.	동사구
政策を検証する	せいさくをけんしょうする	정책을 검증하다	정책을 검증한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を検証した。	담당자는 회의에서 정책을 검증했다.	동사구
政策を標準化する	せいさくをひょうじゅんかする	정책을 표준화하다	정책을 표준화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を標準化した。	담당자는 회의에서 정책을 표준화했다.	동사구
政策を比較する	せいさくをひかくする	정책을 비교하다	정책을 비교한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を比較した。	담당자는 회의에서 정책을 비교했다.	동사구
政策を活用する	せいさくをかつようする	정책을 활용하다	정책을 활용한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を活用した。	담당자는 회의에서 정책을 활용했다.	동사구
政策を確認する	せいさくをかくにんする	정책을 확인하다	정책을 확인한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を確認した。	담당자는 회의에서 정책을 확인했다.	동사구
政策を管理する	せいさくをかんりする	정책을 관리하다	정책을 관리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を管理した。	담당자는 회의에서 정책을 관리했다.	동사구
政策を維持する	せいさくをいじする	정책을 유지하다	정책을 유지한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を維持した。	담당자는 회의에서 정책을 유지했다.	동사구
政策を縮小する	せいさくをしゅくしょうする	정책을 축소하다	정책을 축소한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で政策を縮小した。	담당자는 회의에서 정책을 축소했다.	동사구
